"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","258","GET - List All Posts","JSONPlaceholder CRUD","Fri Feb 14 00:47:44 GMT 2025","passed","Fri Feb 14 00:47:44 GMT 2025","","","",""
"","125","GET  -Delete User Id","JSONPlaceholder CRUD","Fri Feb 14 00:47:45 GMT 2025","passed","Fri Feb 14 00:47:45 GMT 2025","","","",""
"","48","GET  -Get post id","JSONPlaceholder CRUD","Fri Feb 14 00:47:45 GMT 2025","passed","Fri Feb 14 00:47:45 GMT 2025","","","",""
"","281","POST - Create Post","JSONPlaceholder CRUD","Fri Feb 14 00:47:44 GMT 2025","passed","Fri Feb 14 00:47:45 GMT 2025","","","",""
