"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","72","GET  -Delete User Id","JSONPlaceholder CRUD","Fri Jan 31 00:47:04 GMT 2025","passed","Fri Jan 31 00:47:04 GMT 2025","","","",""
"","178","GET - List All Posts","JSONPlaceholder CRUD","Fri Jan 31 00:47:04 GMT 2025","passed","Fri Jan 31 00:47:04 GMT 2025","","","",""
"","128","POST - Create Post","JSONPlaceholder CRUD","Fri Jan 31 00:47:04 GMT 2025","passed","Fri Jan 31 00:47:04 GMT 2025","","","",""
"","43","GET  -Get post id","JSONPlaceholder CRUD","Fri Jan 31 00:47:04 GMT 2025","passed","Fri Jan 31 00:47:04 GMT 2025","","","",""
