"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","114","POST - Create Post","JSONPlaceholder CRUD","Mon Jan 20 17:37:08 GMT 2025","passed","Mon Jan 20 17:37:08 GMT 2025","","","",""
"","190","GET - List All Posts","JSONPlaceholder CRUD","Mon Jan 20 17:37:07 GMT 2025","passed","Mon Jan 20 17:37:08 GMT 2025","","","",""
"","60","GET  -Delete User Id","JSONPlaceholder CRUD","Mon Jan 20 17:37:08 GMT 2025","passed","Mon Jan 20 17:37:08 GMT 2025","","","",""
"","52","GET  -Get post id","JSONPlaceholder CRUD","Mon Jan 20 17:37:08 GMT 2025","passed","Mon Jan 20 17:37:08 GMT 2025","","","",""
