"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","113","POST - Create Post","JSONPlaceholder CRUD","Tue Mar 04 00:50:56 GMT 2025","passed","Tue Mar 04 00:50:56 GMT 2025","","","",""
"","37","GET  -Get post id","JSONPlaceholder CRUD","Tue Mar 04 00:50:56 GMT 2025","passed","Tue Mar 04 00:50:56 GMT 2025","","","",""
"","99","GET  -Delete User Id","JSONPlaceholder CRUD","Tue Mar 04 00:50:56 GMT 2025","passed","Tue Mar 04 00:50:56 GMT 2025","","","",""
"","169","GET - List All Posts","JSONPlaceholder CRUD","Tue Mar 04 00:50:56 GMT 2025","passed","Tue Mar 04 00:50:56 GMT 2025","","","",""
