"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","62","POST - Create Post","JSONPlaceholder CRUD","Sat Feb 08 00:46:14 GMT 2025","passed","Sat Feb 08 00:46:14 GMT 2025","","","",""
"","41","GET  -Delete User Id","JSONPlaceholder CRUD","Sat Feb 08 00:46:14 GMT 2025","passed","Sat Feb 08 00:46:14 GMT 2025","","","",""
"","42","GET  -Get post id","JSONPlaceholder CRUD","Sat Feb 08 00:46:14 GMT 2025","passed","Sat Feb 08 00:46:14 GMT 2025","","","",""
"","201","GET - List All Posts","JSONPlaceholder CRUD","Sat Feb 08 00:46:14 GMT 2025","passed","Sat Feb 08 00:46:14 GMT 2025","","","",""
